“Portekizce biliyorum ama İstanbul’dayim, uzaktan destek olabilirm” YAZMAYIN! 🙏🏻🙏🏻;;;
;;;
"#deprem #DepremAcil #tercüman #çevirmen"",AUrticaria,0,0";;;
2023-02-09 13:22:59+00:00,1623673817498361856,Derdin paramı senin. Toplayalım verelim sktr gt bu ülkeden. Ben enkazda akrabalarımı arıyorum sen memur a  çift maaş ver diyip birilerini suçluyorsun. Allah aşkına ayıptır günahtır. Şu adam gözüme iyi görünürdü bı zamanlr. Ahmağın önde gideniymiş meğer. #deprem #Kahramanmaras,mehmetug46,0,0;;;
2023-02-09 13:22:59+00:00,1623673817468895237,#hatay #deprem https://t.co/ID3OoEb68c,hataysiad,0,0;;;
"2023-02-09 13:22:58+00:00,1623673816529399809,""Malatya'ya yardım tırı geldi yeni özellikle paylaşır mısınız ? Herkes görsün ihtiyacı olanlar ulaşsın instagram yolacozcan hesabı üzerinden. ";;;
;;;
"#deprem #yardım #ihtiyaç"",mariakapetanop3,0,0";;;
"2023-02-09 13:22:58+00:00,1623673814474231808,""@__DXB35ZUMRUT__ Fox haber canlı yayın Malatya girişi vinçler kamyonlar operatörler günlerdir bekliyorlar bir vinç operatörü: Afad başkanın izin vermesini bekliyoruz, bizler canları kurtarmaya geldik neden izin verilmiyor dedi. #Deprem"",TuncErdenYakar,0,0";;;
2023-02-09 13:22:57+00:00,1623673810791682049,#HESAPLASACAĞIZ #deprem #depremhatay #depremsondakika #acildeprem,yagmr_aysn,0,0;;;
2023-02-09 13:22:56+00:00,1623673807222280192,#KIRIKHAN #deprem GÜZEL HABERLER ALINIR İNŞALLAH ÜMİDİMİZ KIRILMAMALI! https://t.co/0WntlCgtel,aarpg1,0,0;;;
2023-02-09 13:22:56+00:00,1623673804512690177,Bu sosyal medya aracılığı ile yok annemi babamı kaybettim veya göçük altındayım şeklinde takipçi ve etkileşim kasmak için yalan paylaşım yapanlar sizin yatacak yeriniz yok. Umarım gereken cezayı alırsınız! Hangi insan öyle bir acı yaşayıp burada paylaşım dersine düşer? #deprem,realist_ferhat,0,0;;;
"2023-02-09 13:22:55+00:00,1623673803833282560,""@arzuusz @StarbucksTR @PentiTr @LCWaikiki @SamsungTurkiye @Vestel @arcelik deprem bölgesine sıcak içecek ";;;
@StarbucksTR;;;
;;;
deprem bölgesine kışlık çorap ve iç çamaşır ;;;
@PentiTr;;;
;;;
deprem bölgesine mont ve ceket ;;;
@LCWaikiki;;;
;;;
deprem bölgesine powerbank ;;;
@SamsungTurkiye;;;
;;;
deprem bölgesine ısıtıcı;;;
@Vestel @arcelik;;;
;;;
"Kopyala yapıştır yapalım. #deprem"",hayalcibiri_,0,0";;;
2023-02-09 13:22:55+00:00,1623673802877030403,#deprem #DEPREMYARDIM https://t.co/0dgtBu9uRH,musdafaturk,0,0;;;
2023-02-09 13:22:55+00:00,1623673802704953346,Eaysad Derneğimizin içme suyu dolu Tırı  afet bölgesine ulaştırılmak üzere yola çıkmıştır 🙏#deprem #izmiryardim #Eaysad #twitterturkey https://t.co/wWAxOg09MJ,ayperikaya,0,0;;;
"2023-02-09 13:22:55+00:00,1623673802554048514,""@ProfDemirtas 4 gündür haber alamıyoruz lütfen!!";;;
@OguzhanUgur;;;
 ;;;
@PincTivi;;;
 ;;;
@KendineMuzisyen;;;
 ;;;
@ProfDemirtas;;;
 ;;;
@haluklevent;;;
 ;;;
@AFADBaskanlik;;;
 ;;;
@sjw_erlik;;;
 ;;;
@cerrahpasaIi;;;
 ;;;
"#deprem https://t.co/e9rtjO9DjB"",Bahatuncaliii,0,0";;;
"2023-02-09 13:22:55+00:00,1623673800758902785,""DEPREM HARİTASI";;;
#depremsondakika ;;;
#deprem ;;;
"#depremharitası https://t.co/fwKzRYMNNV"",akferakk,0,0";;;
"2023-02-09 13:22:54+00:00,1623673798082830336,""Arkadaşlar McDonald's yemek dağıtıyor ihityacı olanlar yararlansın. Yayaylım lütfen. ";;;
;;;
"#afad #hatay #kahramanmataş #deprem #ihh #kızılay https://t.co/zxB1IY7eAh"",burhanaydnn,0,0";;;
2023-02-09 13:22:53+00:00,1623673795805339656,#Esenler #EsenlerErok #EsenlerErokStadyum yardımlar bekleniyor haydi Esenler. Birlik beraberlik zamanı kardeşlerimize ulaştırmak üzere ihtiyaçları toplanmaya devam ediyor edecek . Yardımlar bekleniyor #Erokspor #Esenlerstad #EsenlerErokSpor #Afad #AHBAP #Deprem #depremsondakika https://t.co/E3dgt7cxvj,dream28s,0,0;;;
2023-02-09 13:22:52+00:00,1623673791426576388,Kurtköy spor salonuna teslim ettik. Herkes canla başla çalışıyor. 🙏#deprem #TurkeySyriaEarthquake #depremhatay  https://t.co/BimrttP4ge,zerenb,0,0;;;
2023-02-09 13:22:52+00:00,1623673790625447936,⚠️⚠️ İHTİYAÇ İÇİN İLETİŞEME GEÇEBİLİRSİNİZ ⚠️⚠️ #deprem #gaziantepdeprem #hatay #arsuz #depremsondakika # https://t.co/AaMROpXPsx,seamoon7_,1,1;;;
2023-02-09 13:22:52+00:00,1623673789321027584,#deprem #hatay,feqiye_suke,0,0;;;
"2023-02-09 13:22:52+00:00,1623673789199400960,""🇹🇷DEPREM ŞEHİTLERİMİZ🇹🇷";;;
;;;
#KahramanMaraş’ta polis memuru olarak görev yapan, ;;;
Trabzon/Araklı ilçemizden ;;;
Yasin altuntaş ve eşi Seda Altuntaş Depremde enkaz altında cansız bedellerine ulaşıldığı haberini maalesef aldık.;;;
Şehitlerimize Allah’tan rahmet diliyorum. 🇹🇷🤲;;;
"#Deprem https://t.co/YbfDv89Gyv"",gazi_2139,0,0";;;
"2023-02-09 13:22:52+00:00,1623673789060898817,""Chidren are more vulnerable than adults and we need to protect and support them in all condition.";;;
https://t.co/74sFn7Xw5q;;;
"#deprem #earthquake #healh #mentalhealth #earthquakeinturkey #kids #Children #Parents #parenting #disaster #hatay  #marasdepremi #ArmyAssembleForTurkey https://t.co/wHYMVutmu6"",WorldWideCare1,0,0";;;
"2023-02-09 13:22:51+00:00,1623673786519244803,""@JrokezFTW @bynogame @haluklevent @ahbap @AFADBaskanlik ";;;
@AFADTurkiye;;;
 @ahbap ;;;
#deprem;;;
 @DepremDairesi ;;;
 @AFADGaziantep ;;;
#AFAD ;;;
@BabalaTv ;;;
@haluklevent ;;;
@AFAD_Adana ;;;
@AFADHatay ;;;
@AFADGaziantep;;;
" #afaddeprem"",albaEfiamme,0,0";;;
"2023-02-09 13:22:51+00:00,1623673785810358273,""Helal olsun.";;;
Çoğu siyasetçiden daha insan. Gelir gelmez yardım ediyor.;;;
"#deprem"",ubkaplan42,0,0";;;
2023-02-09 13:22:51+00:00,1623673785600573441,Rt yapın duyurun şunu. Adana #deprem #adana https://t.co/FkGXss08Qc,cikimancike,0,0;;;
2023-02-09 13:22:51+00:00,1623673783402864642,Deprem'in 4. Günü | #Kahramanmaraş  Furkan Hareketi mensupları olarak deprem bölgelerine her türlü yardım desteği sağlamaya çalışıyoruz...   #Deprem  #seferberlik  https://t.co/bPyEeNLrPc,bir_nergis,0,0;;;
"2023-02-09 13:22:50+00:00,1623673783138541569,""#deprem #acil #gaziantep #hatay #osmaniye";;;
"iletişim: Türkan Aykaç 05305525527"",dameaveccammile,0,0";;;
"2023-02-09 13:22:50+00:00,1623673779678285825,""HATAY SICAK ÇORBA İKRAM EDEN YURTLARIMIZ* #deprem #yardımlasma";;;
;;;
1) Hatay Hassa Aktepe Öğrenci Yurdu;;;
Aktepe Erkek Talebe Yurdu;;;
https://t.co/YHRR7Dod1k;;;
;;;
2) Hatay Kırıkhan Kardelen Öğrenci Yurdu;;;
;;;
Kardelen Kız Öğrenci Yurdu;;;
"https://t.co/GcmaqUBYG9"",ErisebilirlikZ,0,0";;;
"2023-02-09 13:22:50+00:00,1623673779443335170,""Her şehirden sayısız, erzak,tekstil vs ürünleri gidiyor. Fakat atılan tweetlerin %70i ihtiyaçlarla ilgili… Arkadaşlar bu tırlar bu yardımlar nereye gidiyor tam olarak? Bu insanlar neden hala ekmek yok su yok, giyecek yok diye tweetler atıyor? @DepremDairesi #depremhatay #deprem"",eylulku3438,0,0";;;
"2023-02-09 13:22:49+00:00,1623673778814218240,""BioNTech, 1 milyon euroluk deprem yardımı yaptı.";;;
;;;
Acun ılıcalı belki biraz utanır ;;;
"#deprem"",Tbakir51,0,0";;;
2023-02-09 13:22:49+00:00,1623673776511586308,#ProvokatoerKılıcdaroğlu  #deprem #tekderdioy #hatay #diyarbakir #kahramanmaras #kilicdaroglu #guvenliksorunu #chp https://t.co/l5aJRfh6eZ,HalimKaraali,0,0;;;
"2023-02-09 13:22:49+00:00,1623673776276643843,""❗️ÇOK ACİL ❗️";;;
;;;
ANTAKYA ŞEHİT BİLGİN SOKAK ATİLLA EREN APARTMANINA BÜYÜK VİNÇ LAZIM KOLONLARI KALDIRAMIYORLAR ;;;
;;;
"#deprem #hatay #atillaerenapartmanı"",birhat_donez,0,1";;;
2023-02-09 13:22:48+00:00,1623673773680459778,Şu bisküvinin beni saatlerce aglatacağını hiç düşünmemiştim bir daha mı asla yiyemem bu günler nasıl atlatılır hiç bilmiyorum Rabbim sen sen bize yardım etttt..🤲🏻 #deprem #birbabanınçaresizligi https://t.co/DQVe3xcujA,rumeysayuvasn,0,0;;;
"2023-02-09 13:22:48+00:00,1623673770983538689,""deprem bölgesine sıcak içecek ";;;
@StarbucksTR;;;
;;;
deprem bölgesine kışlık çorap ve iç çamaşır ;;;
@PentiTr;;;
;;;
deprem bölgesine mont ve ceket ;;;
@LCWaikiki;;;
;;;
deprem bölgesine powerbank ;;;
@SamsungTurkiye;;;
;;;
deprem bölgesine ısıtıcı;;;
@Vestel @arcelik;;;
;;;
"Kopyala yapıştır yapalım. #deprem"",hayalcibiri_,0,0";;;
"2023-02-09 13:22:47+00:00,1623673770434080768,""@05sifirbes @AFADBaskanlik";;;
;;;
@BabalaTv;;;
;;;
@OguzhanUgur;;;
;;;
@jahreindota;;;
;;;
@KendineMuzisyen;;;
;;;
@erayozkenar;;;
;;;
@ahbap;;;
;;;
@haluklevent;;;
;;;
@AFADHatay;;;
;;;
@AFADGaziantep;;;
;;;
@AFADKMaras;;;
;;;
@AFADAdiyaman;;;
;;;
@AFADSanliurfa;;;
;;;
@ahbap_malatya;;;
;;;
 #deprem ;;;
;;;
@ahbap_istanbul;;;
;;;
"@AFADBaskanlik"",Fiskologunuz,0,0";;;
"2023-02-09 13:22:47+00:00,1623673769414778882,""Cumhurbaşkanı Yardımcısı Fuat Oktay";" """"Girmediğimiz İl ve İlçe Kalmamıştır""""";;
https://t.co/RZbSr2wmws;;;
"#deprem #hatay #antakya #şanlıurfa #FuatOktay #sondakika #açıklama"",habersanliurfa1,0,0";;;
2023-02-09 13:22:47+00:00,1623673768148180992,ACİL ACİLL LÜTFEN HEMEN PAYLAŞALIM !!!                                                    Nurdağı incirliköyüne acil çadır lazım‼️#deprem #AHBAP @OguzhanUgur @haluklevent @BabalaTv @halktvcomtr,gulayydd,0,1;;;
2023-02-09 13:22:47+00:00,1623673767716159488,#deprem #antakya #kentapartmanı #ozgurdemirtas #HalukLevent #AKUT #AHBAP,mtolgaoguz,0,0;;;
2023-02-09 13:22:46+00:00,1623673765488893954,Deprem'in 4. Günü | #Kahramanmaraş  Furkan Hareketi mensupları olarak deprem bölgelerine her türlü yardım desteği sağlamaya çalışıyoruz...   #Deprem  #seferberlik  https://t.co/8uo29ADpG4,DavamSevdam01,0,0;;;
2023-02-09 13:22:46+00:00,1623673765476327424,#depremsondakika #deprem https://t.co/E0EAZBKMwo,Onsra_s,0,0;;;
2023-02-09 13:22:46+00:00,1623673765337915394,#deprem #kitap #gürkan,hicrantarla,0,0;;;
"2023-02-09 13:22:46+00:00,1623673765115691009,""SU FİRMALARI HALDIR HALDIR ÇALIŞMALI SU ÇOK ÖNEMLİ DEPREM BÖLGELERİNE SÜREKLİ SU GÖNDERİN SU HAYAT SU YAŞAMAK İÇİN HAYATTA KALMAK İÇİN… ";;;
"#deprem #suihtiyacı"",ccernk,1,0";;;
"2023-02-09 13:22:46+00:00,1623673764985569283,""#HelpTurkey ";;;
#TurkeyQuake ;;;
"Enkaz altındaki vatandaş: """"Burası çok tehlikeli diye girmek istemediler herhalde. Onlar da haklı.""""";;;
" #deprem #adıyaman #hatay #osmaniye #kahramanmaraş #adana #gaziantep #iskendurun #antakya #samandağ #KIRIKHAN #nurdagi #islahiye #PAZARCIK #ACİL #YARDIM https://t.co/B5OWLai9Af"",mywayTurkey,0,0";;;
"2023-02-09 13:22:46+00:00,1623673764863934468,""#deprem";;;
;;;
Arkadaşlar  acil olarak söylüyorum TUTUNYAYLİMLİ KOYUNA ACİL İHTİYAÇ VAR  ÖZÜR DİLEREK SÖYLÜYORUM ORDAKİ İNSANLAR İÇİN KİYAFET  KADİNLAR İÇİN AĞIRLIKLİ OLSUN GIDA LAZIM  ACİL ACİL ACİL   05369126517 iletişim teyitli ;;;
"@AFADBaskanlik @BabalaTv"",elif72404851,0,0";;;
2023-02-09 13:22:46+00:00,1623673764629151746,🎗️#Bingöl #deprem https://t.co/jay3tJbnNw,Esindmr1,0,0;;;
"2023-02-09 13:22:46+00:00,1623673763886669825,""https://t.co/QXFP7DEYdz";;;
;;;
SİTEDE HER ŞEY MEVCUT ;;;
;;;
#AD?;;;
#AD?;;;
#AD?;;;
--İŞ MAKİNESİ KULLANABİLİRSİN;;;
--YOLCU TAŞIYABİLİRSİN ;;;
--BARINMA SAĞLAYABİLİRSİN;;;
"#deprem #depremyardım"",Tugayygok,0,0";;;
"2023-02-09 13:22:46+00:00,1623673763618516993,""#deprem ";;;
#depremsondakika ;;;
"#YARDIM https://t.co/h3ysIUDIfJ"",Uykusuzpanda00,0,0";;;
"2023-02-09 13:22:45+00:00,1623673762326487040,""Enkazdan çıkarıldılar  ama ulaşamıyoruz  lütfen gören  duyan  bize ulaşsın. Retweetleyerek destek  olun lütfen. Mert celik kardeşi  Behiye Melis çelik.";;;
- 0533 509 1503 ;;;
#deprem ;;;
#Marasyardimbekliyor ;;;
@OguzhanUgur ;;;
@BabalaTv ;;;
@haluklevent ;;;
@pqueenn ;;;
@Ahbap_Ankara ;;;
"@cuneytozdemir https://t.co/JXyayNoQZ3"",guvenkurtulben,0,0";;;
"2023-02-09 13:22:45+00:00,1623673761131073542,""Uluslararası bir arama kurtarma organizasyonunda çalışan Aydemir abim, Meksika'dan yardıma geldi, karşılaştığı şeylerden biri de bu...";;;
@Turkcell @TurkcellHizmet;;;
"#deprem #Turkcell https://t.co/QjzaFpin4b"",Cat_Sneeze,0,0";;;
"2023-02-09 13:22:44+00:00,1623673756542550018,""yapılan yardımlardan bazıları hiç ulaşmamış.. 🤦‍♂️";;;
;;;
https://t.co/7neDPIg5Vl;;;
;;;
#deprem ;;;
Rönesans;;;
Cumhurbaşkanı Erdoğan;;;
Senin Allah;;;
Bira;;;
Tuborg;;;
Efes;;;
SES VAR;;;
"Oğuzhan"",EGumrukculer,0,0";;;
2023-02-09 13:22:44+00:00,1623673755686916096,#deprem https://t.co/LcVRYbGxbO,KaanArdaztrk7,0,0;;;
"2023-02-09 13:22:43+00:00,1623673751421296647,""Merhaba, yayabilir miyiz #deprem @ahbap https://t.co/iXvNARYQne"",alexaninenayisi,0,0";;;
"2023-02-09 13:22:42+00:00,1623673748632002562,""Benim insanım ölüyor, coğrafyam yıkık dökük.Yüreğim ise paramparça..";;;
"#deprem #Diyarbakir"",TTubabayram1,0,0";;;
2023-02-09 13:22:42+00:00,1623673746790776836,Bu sıkıntılı günlerde diyelim. Bilenler bilmeyenlere söylesin. Elimizden gelenleri yapalım.  #depremsondakika #TurkeySyriaEarthquake #deprem #tuerkiyedeprem https://t.co/6h8syeAl9h,izgi_ergin,0,0;;;
2023-02-09 13:22:42+00:00,1623673746404872195,Deprem'in 4. Günü | #Kahramanmaraş  Furkan Hareketi mensupları olarak deprem bölgelerine her türlü yardım desteği sağlamaya çalışıyoruz...   #Deprem  #seferberlik  https://t.co/5JLkYDKD43,seymayldrmm522,0,0;;;
"2023-02-09 13:22:42+00:00,1623673745826058241,""Kars’ın Akyaka ilçesine bağlı Karahan Köyünde oturan Sarıgül Nine düvesini satarak parasını depremzedelere gönderdi.";;;
;;;
"Sarıgül Ninemizi Yürekten Kutluyoruz. #deprem #iyilikiçinbirlik https://t.co/LIag64MHpM"",dernekkai,0,0";;;
"2023-02-09 13:22:42+00:00,1623673745733824512,""Bebeklerden bir vefatımız var, diğerine ulaşalım, gücümüz tükeniyor, destek istiyoruz.";;;
;;;
Köpek ya da termal bir kamera…;;;
;;;
Ürgenpaşa Mahallesi 75. Yıl Bulvarı Ogün Apartmanı / Hatay;;;
;;;
 #deprem #OguzhanUgur #AFAD #ahbaphatay ;;;
"@OguzhanUgur @AFADBaskanlik @ahbap @haluklevent"",_DenizBiricik,0,0";;;
"2023-02-09 13:22:41+00:00,1623673743523426305,""SES VAR!";;;
ADIYAMAN BESNİ ÇOK ACİLL  VİNC LAZIM;;;
"#deprem #özgürdemirtaş #AdiyamanYardimBekliyor"",HuniliJK,0,0";;;
"2023-02-09 13:22:41+00:00,1623673743460429824,""✅ Gazi Caddesi'nde Yıkım İşlemleri Başladı";;;
;;;
https://t.co/u9KWJ2DWFF;;;
;;;
"#depremhatay #DepremAcil #deprem https://t.co/8lTkFUnqgk"",elazigyenihaber,0,0";;;
"2023-02-09 13:22:41+00:00,1623673743074525185,""Bana bundan sonra Araplar din kardeşim filan derse ağır konuşur kalbini kırarım.benim kardeşim bu zor gününde yardımıma kosanlardir.din,dil,ırk farketmez #deprem #ahbap #Azerbaycan #Hungary #grecee #tacikistan #Pakistan"",TamerTamerfb55,0,0";;;
"2023-02-09 13:22:40+00:00,1623673739882766337,""SES VARMIŞ ";;;
;;;
Gaziantep/İslahiye Hacı Ali Öztürk Mahallesi eski sgk karşısı bina çöktü 7 kişi enkaz altında.;;;
;;;
Duygu Karaca;;;
Sıla Karaca;;;
Adile Karaca;;;
Mehmet Karaca;;;
Nur Karaca;;;
İrem Karaca;;;
"Hava Olacam #deprem #gaziantepdeprem"",blueanbutterfly,0,1";;;
2023-02-09 13:22:40+00:00,1623673739299659784,Adıyaman Kahta da 10.000 kişilik yer kalıcak yer ve yemek ayarlandı  ihtiyacı olanlar +90 541 341 92 02. Teyid edildi. #deprem #depremden #adiyaman,esraozkan45,0,0;;;
"2023-02-09 13:22:40+00:00,1623673738444128256,""Eski #AFAD Başkanı #MehmetGüllüoğlu, #Türkiye’ye çağrıldı #deprem ";;;
"https://t.co/7kkwX9cVEc"",dizidoktorucom,0,0";;;
"2023-02-09 13:22:40+00:00,1623673737840033792,""📌Şehit annesi, oğlunun kıyafetlerini son kez koklayıp #deprem bölgesine yolladı...🤲🇹🇷 https://t.co/z85hXtj7ep"",umittaydas,0,0";;;
"2023-02-09 13:22:39+00:00,1623673733205438471,""Tekrar ediyorum deprem bölgesine siyasiler gelmesin";;;
Yardımdan ziyade zararı dokunuyor;;;
İşleri yavaşlatıyorlar;;;
"#deprem #hatay  #Kahramanmaras #depremsondakika  #yardımıhızlandır #yardım #Gaziantep"",gercekanarsist,0,0";;;
2023-02-09 13:22:38+00:00,1623673732580483074,#AlBuetuenOylarSeninOlsunKemal Bunların derdi ne #deprem nede #depremze ler. BU YARATIK AKP eski millet vekil bunlara oy verdiniz.BU ŞEREFSİZLİKTİR.......BU REZİLLİĞİ HERKES GÖRECEK https://t.co/UbRNaMln0E,sekgercekhaber,1,0;;;
"2023-02-09 13:22:38+00:00,1623673732349698048,""Arkadaşlar çok acil kan ihtiyacı var Mardin'e getirilen hastalar için kan ihtiyacı var‼️🙏🏻";;;
0 RH negatif kana ihtiyaç var arkadaşlar lütfen yayalım çok acil ‼️;;;
#depremsondakika ;;;
#HelpTurkey ;;;
#BizBeraberiz ;;;
"#Deprem"",yellowlacy0719,0,0";;;
2023-02-09 13:22:38+00:00,1623673730722308098,Afad ve kızılay tüm yardımlar #AHBAP aktarılsa bir yılda on şehir yeniden kurulur ve içleri dayanır döşenir sahiplerine evleri teslim edilir. #AHBAP @haluklevent sayesinde on şehir eski halinden daha iyi ve sağlam şehirler kurulacağına canı gönülden inanıyorum. #deprem,serkankaradag80,0,0;;;
"2023-02-09 13:22:38+00:00,1623673729845714949,""Kosovalı arama kurtarma ekipleri Kahramanmaraş'taki bebeği kurtardığı anlarda sevince boğuldu";;;
;;;
Ekipten bebeği kurtaran kişinin bebeği öptüğü anlar kameraya yansıdı;;;
;;;
"#deprem #SONDAKİKA"",HaberGlobal,3,0";;;
2023-02-09 13:22:37+00:00,1623673727962562561,Deprem'in 4. Günü | #Kahramanmaraş  Furkan Hareketi mensupları olarak deprem bölgelerine her türlü yardım desteği sağlamaya çalışıyoruz...   #Deprem  #seferberlik  https://t.co/mTovEVdvE0,01seymayldrm,0,0;;;
"2023-02-09 13:22:37+00:00,1623673726205059073,""@dokuz8haber @5iktas03 KUZENİMİN AKRABALARI. MALATYA KALE KIYACAK KÖYÜ. HİÇ BİR ŞEKİLDE YARDIM GİTMEMİŞ. ERZAKLARI YOK YAŞLILARI VAR ÇIKAMIYORLAR. LÜTFEN YARDIMCI OLUR MUSUNUZ. 🤲🙏";;;
;;;
"#malatya #deprem #enkaz #erzak https://t.co/iHS9hXvLfC"",aliikrtrr,0,1";;;
"2023-02-09 13:22:37+00:00,1623673725324230657,""Toparlanmasından yüklenmesinden ulaşımına kadar  bilgilendirildiğimiz desteğimiz şükürler olsun yerine ulaştı.";;;
;;;
#Hatay Nimet Fahri Öksüz Anadolu ve Turizm Lisesi'nde sahra mutfağı kuruldu. https://t.co/6K7Uru4evq;;;
;;;
Haberi ihtiyaç sahiplerine ulaştıralım mı?;;;
;;;
#deprem;;;
"@ProfDemirtas"",mcdumann,0,0";;;
"2023-02-09 13:22:36+00:00,1623673723428433920,""Buraya çok şey yazmak isterdim ama Hatay’ın ağır tablosunu en çok Hataylılar anlatabilir. ";;;
;;;
"#Antakya #deprem https://t.co/7s77ut5Q6Y"",aahmetayva,1,1";;;
"2023-02-09 13:22:36+00:00,1623673723147485184,""Türk milleti unutmaz, unutturmaz #deprem  #netflixboykot https://t.co/3GCY7VeA1x"",Engingelir3,0,0";;;
2023-02-09 13:22:36+00:00,1623673721792651264,#deprem @AFADBaskanlik @DepremDairesi @ahbap @BabalaTv,barrylird0,0,0;;;
2023-02-09 13:22:36+00:00,1623673721603997704,Bu sessizlik bana çok ağır geldi 😞 #deprem https://t.co/ktaz5zyRzm,Esracgr72,0,0;;;
2023-02-09 13:22:35+00:00,1623673717136957443,#deprem,imogollar,0,0;;;
2023-02-09 13:22:34+00:00,1623673716134625280,Öncesi ve sonrası #kahramanmaraş #deprem https://t.co/slMm1Qn4lX,XsnifferX,0,0;;;
"2023-02-09 13:22:34+00:00,1623673715450945539,""Halkevleri #Deprem #Dayanışma ve Koordinasyon Merkezi: Hatay Defne Sevgi Parkı";;;
 ;;;
İletişim: 0541 718 08 81;;;
* Telefonla irtibat kurmakta aksaklıklar olabilir;;;
;;;
Gönüllü formu - *Gönüllüler ihtiyaçlar doğrultusunda yönlendirilecektir.;;;
"https://t.co/DWUjAgbNIJ https://t.co/eQLBzKz1EM"",Halkevleri,0,0";;;
"2023-02-09 13:22:34+00:00,1623673715018833923,""Bir gün birisi çıkar tüm ümitleri tazeler. Gözlerinde kuruyan yaşları yeniden ıslatır. Sen var ol sen iyi yaşa teyzem...";;;
"#deprem"",selaminko1905,0,0";;;
2023-02-09 13:22:34+00:00,1623673714888826880,@bsr_aleyna @ProfDemirtas @ProfDemirtas Enkazdan ses geliyor duyuyorsan duvara vur diyince tepki veriliyor yaşayan var onca emek var nolur ekipler olduğu gibi bırakmış biz çok tükendik yardımcı olun nolur gitmesinler ‼️🙏 Antakya KENT APARTMANI Cebrail Mahallesi Hatice Ana Camii Yanı #deprem,yldzmrvee,0,0;;;
2023-02-09 13:22:34+00:00,1623673713332830216,YARDIM YARDIM YARDIM. #deprem https://t.co/Xk6R191c1M,FbTweetlerii,2,5;;;
"2023-02-09 13:22:34+00:00,1623673712552574978,""yardım yapacağım diye dolu tüpleri tırlara, araçlara yüklemeyin büyük bir felakete yol açabilirsiniz #deprem"",0adaradar0,0,0";;;
"2023-02-09 13:22:33+00:00,1623673711130730496,""Biraz onuru olan insan bir daha ";;;
Starbucks'ın önünden geçmez.;;;
;;;
#StarbucksBoykot;;;
#Turkey;;;
"#Deprem"",ANKARALI330,1,0";;;
